3.008991605201374320e+00,6.205284667154432832e+00
4.845897295127101323e+00,4.864804297864791849e+00
5.137566649875143554e+00,4.536671085375919787e+00
4.766037756884024645e+00,4.158883788539396775e+00
4.242169259817713645e+00,4.070555379139610963e+00
4.748492342942014055e+00,5.471610676029895259e+00
4.780691213262580064e+00,5.247373487873603359e+00
4.574267953862289460e+00,4.677731233921155862e+00
4.034307531107505618e+00,4.935532552901403136e+00
3.522503875436824305e+00,4.491620348720749334e+00
3.288774987265472127e+00,4.566551236113117085e+00
3.929466475301282014e+00,5.196910718124262196e+00
4.739837104251838795e+00,5.903337702456015634e+00
3.944163118534200319e+00,4.933721146436928606e+00
4.222661485153433425e+00,4.409615951407229062e+00
3.580514406637921532e+00,4.613592241051053477e+00
5.577276943455191649e+00,4.447784906851620867e+00
3.484205818097692475e+00,4.557105471084110349e+00
3.732881033762677436e+00,5.624795133757531929e+00
4.500921074360556773e+00,5.376144360252708587e+00
4.112735588476920334e+00,4.201064714078471596e+00
3.107866512317145613e+00,3.816333443375081735e+00
3.663539702539038601e+00,5.356131214202516588e+00
4.099044202226142630e+00,3.578857860555954673e+00
3.443577564280605685e+00,4.625785603324396256e+00
3.987754353120204875e+00,4.352171934127682107e+00
2.986692277380929905e+00,3.571376093324087453e+00
4.686269792441822624e+00,4.574774321702862245e+00
2.743951906834889876e+00,5.315414776328189816e+00
4.964743496023078073e+00,4.771146306754985744e+00
3.728144012071653357e+00,4.886452489265391108e+00
3.776216279826329458e+00,4.151815525331800316e+00
5.070433846153598267e+00,4.636447903408880578e+00
4.453417750246233986e+00,4.160506827525201068e+00
3.526649877723088355e+00,4.707901060162857476e+00
4.419140923650261676e+00,4.661276679113624866e+00
3.825976384466804436e+00,4.959972852175235758e+00
4.310831710487837753e+00,4.381517933556458466e+00
3.960920346131191483e+00,4.947790197681678492e+00
4.619954025258699026e+00,5.445472495232794863e+00
3.563402972427760940e+00,3.506911915948859537e+00
4.315070579803829354e+00,5.334759742608325084e+00
4.053043780613012181e+00,3.504307148650449122e+00
1.849565652380718461e+00,4.707374740034419247e+00
3.611605923144996400e+00,5.107252406526162858e+00
3.258954878018275103e+00,3.621665365156579774e+00
4.029624674673261353e+00,4.637409267123021372e+00
4.320502413507930406e+00,4.355805699264540642e+00
4.478282328998836270e+00,4.668342482885972977e+00
4.942908935395234238e+00,5.205283699832643940e+00
5.188082726803790123e+00,5.060886522293468026e+00
3.847415592878526525e+00,5.699521490462457152e+00
3.938266144316346029e+00,5.319282453771873698e+00
3.363542492439562714e+00,5.981440142991079512e+00
3.085209473870953456e+00,6.053628156524673898e+00
4.134784043190082414e+00,5.896984531023630183e+00
2.867636090097017032e+00,5.113362022419391195e+00
3.915512414909853689e+00,5.815666807961512141e+00
3.224597178904594408e+00,4.668006951484010791e+00
4.022724144507161981e+00,5.604097148151544694e+00
2.792491999395193325e+00,4.697716866270755354e+00
3.641848262011321946e+00,4.859661250020030465e+00
3.396769797855023310e+00,5.265593658069320782e+00
4.198607102014418224e+00,4.939456771970734295e+00
4.286387860858980048e+00,6.213319889740213320e+00
4.150084801503711951e+00,5.455508887949777730e+00
4.185828089105544159e+00,4.084794190962210081e+00
3.616813353844244627e+00,6.284528687828248472e+00
4.292120703755790245e+00,5.305544438502318272e+00
3.868801589163660459e+00,3.514475380393451864e+00
3.590932218276434273e+00,4.319726330361287836e+00
4.465406349724609925e+00,4.278010370420751940e+00
3.334674655588059089e+00,6.153816566607168248e+00
4.671690201333775327e+00,4.212460696913940872e+00
3.957140745980578078e+00,4.866991257031751061e+00
3.618181565642014430e+00,5.838010246298581229e+00
4.363954501185386192e+00,6.248133840467598787e+00
3.361227241465432503e+00,5.297140178457448556e+00
3.060182237015394158e+00,4.134298514429074700e+00
2.630012005799466479e+00,4.575624165271762855e+00
3.936958461621245853e+00,5.272193011691418185e+00
2.968579448788901676e+00,4.487150758090709068e+00
3.461929489559511630e+00,6.470832651653505962e+00
4.331387051546945699e+00,4.913237424560854549e+00
3.911881374474524442e+00,6.165266340486200036e+00
2.534290813010031229e+00,5.662996339733367357e+00
2.694353363958376324e+00,5.314903720742816695e+00
4.155877170616443905e+00,6.328552633074270517e+00
3.585449060519327880e+00,6.550083781178075881e+00
4.667347375397013387e+00,5.121417068317090759e+00
